stripe	column	line	left	top	right	bottom	confidence	text
0		0	1451	489	1488	582	100	2)
0		0	1360	489	1421	582	99	دالرة
0		0	1254	489	1344	582	86	تمجليات
0		0	1180	489	1230	582	93	تقف
0		0	1063	489	1140	582	97	الرمن
0		0	1016	489	1043	582	100	في
0		0	932	489	996	582	89	عالمي
0		0	812	489	913	582	97	الابداع
0		0	668	489	788	582	90	والامكان
1	l	0	313	762	1032	871	90	كككر
1	l	1	484	880	1043	1002	57	اجراعجيكمرورو
1	l	2	840	1011	1078	1103	61	ئا1
1	l	2	663	1011	752	1103	98	ر
1	l	2	387	1011	618	1103	87	را
1	l	3	917	1112	1068	1184	41	ل1
1	l	3	718	1112	873	1184	88	)ام
1	l	3	595	1112	690	1184	93	م
1	l	3	483	1112	495	1184	85	ي
1	l	3	367	1112	445	1184	66	)
1	l	4	945	1193	1070	1321	80	ا1
1	l	4	435	1193	767	1321	88	م(
1	l	5	871	1330	1072	1501	70	ل
1	l	5	626	1330	712	1501	48	اي
1	l	5	266	1330	554	1501	55	 ا
1	r	0	1130	762	1534	943	62	حجح
1	r	1	1504	952	1696	1120	42	هي
1	r	1	1147	952	1326	1120	76	ه
1	r	2	1130	1129	1732	1503	96	 
