band	seq	mark	kept	value	connectdegree	connectborder	top	bottom	left	right
low	14	a	False	0.81002825	0.0	4	623	641	1618	1638
mid	19	comma	False	0.65191406	0.0975609756097561	4	398	439	1900	1917
mid	19	comma	False	0.6546605	0.0975609756097561	4	485	526	677	694
mid	19	comma	False	0.65615773	0.0975609756097561	4	396	437	584	601
mid	19	comma	False	0.65753275	0.07317073170731707	4	398	439	1976	1993
mid	19	comma	False	0.658895	0.0975609756097561	4	397	438	940	957
mid	19	comma	False	0.6590311	0.07317073170731707	4	487	528	2068	2085
mid	19	comma	False	0.7109299	0.0	4	588	629	1402	1419
mid	19	comma	False	0.71536857	0.0	4	400	441	706	723
mid	19	comma	False	0.7167747	0.0	4	489	530	892	909
mid	19	comma	False	0.71677536	0.0	4	401	442	1636	1653
mid	19	comma	True	0.63689095	0.24390243902439024	4	397	438	1817	1834
mid	19	comma	True	0.64693624	0.17073170731707316	4	586	627	1223	1240
mid	19	comma	True	0.65108335	0.1951219512195122	4	485	526	732	749
mid	19	comma	True	0.6545336	0.1951219512195122	4	585	626	1645	1662
mid	19	comma	True	0.657062	0.36585365853658536	4	399	440	394	411
mid	19	comma	True	0.6601564	0.3414634146341463	4	400	441	995	1012
mid	19	comma	True	0.6611716	0.3170731707317073	4	401	442	2043	2060
mid	19	comma	True	0.66221285	0.36585365853658536	4	488	529	482	499
mid	19	comma	True	0.67208284	0.29268292682926833	4	400	441	1468	1485
